Name,University,Day,Time,Available
M2,Toronto Metropolitan University,M,25,1
M2,Toronto Metropolitan University,M,26,1
M2,Toronto Metropolitan University,M,27,1
M2,Toronto Metropolitan University,M,28,0
M2,Toronto Metropolitan University,M,29,1
M2,Toronto Metropolitan University,M,30,1
M2,Toronto Metropolitan University,M,31,1
M2,Toronto Metropolitan University,M,32,1
M2,Toronto Metropolitan University,M,33,1
M2,Toronto Metropolitan University,M,34,1
M2,Toronto Metropolitan University,M,35,1
M2,Toronto Metropolitan University,M,36,1
M2,Toronto Metropolitan University,M,37,0
M2,Toronto Metropolitan University,M,38,0
M2,Toronto Metropolitan University,M,39,0
M2,Toronto Metropolitan University,M,40,0
M2,Toronto Metropolitan University,M,41,0
M2,Toronto Metropolitan University,M,42,0
M2,Toronto Metropolitan University,M,43,0
M2,Toronto Metropolitan University,M,44,0
M2,Toronto Metropolitan University,M,45,1
M2,Toronto Metropolitan University,M,46,1
M2,Toronto Metropolitan University,M,47,1
M2,Toronto Metropolitan University,M,48,1
M2,Toronto Metropolitan University,M,49,1
M2,Toronto Metropolitan University,M,50,1
M2,Toronto Metropolitan University,M,51,1
M2,Toronto Metropolitan University,M,52,1
M2,Toronto Metropolitan University,M,53,1
M2,Toronto Metropolitan University,M,54,1
M2,Toronto Metropolitan University,M,55,1
M2,Toronto Metropolitan University,M,56,1
M2,Toronto Metropolitan University,M,57,1
M2,Toronto Metropolitan University,T,24,1
M2,Toronto Metropolitan University,T,25,1
M2,Toronto Metropolitan University,T,26,1
M2,Toronto Metropolitan University,T,27,1
M2,Toronto Metropolitan University,T,28,0
M2,Toronto Metropolitan University,T,29,1
M2,Toronto Metropolitan University,T,30,1
M2,Toronto Metropolitan University,T,31,1
M2,Toronto Metropolitan University,T,32,1
M2,Toronto Metropolitan University,T,33,1
M2,Toronto Metropolitan University,T,34,1
M2,Toronto Metropolitan University,T,35,1
M2,Toronto Metropolitan University,T,36,1
M2,Toronto Metropolitan University,T,37,0
M2,Toronto Metropolitan University,T,38,0
M2,Toronto Metropolitan University,T,39,1
M2,Toronto Metropolitan University,T,40,1
M2,Toronto Metropolitan University,T,41,1
M2,Toronto Metropolitan University,T,42,1
M2,Toronto Metropolitan University,T,43,0
M2,Toronto Metropolitan University,T,44,1
M2,Toronto Metropolitan University,T,45,1
M2,Toronto Metropolitan University,T,46,1
M2,Toronto Metropolitan University,T,47,1
M2,Toronto Metropolitan University,T,48,1
M2,Toronto Metropolitan University,T,49,1
M2,Toronto Metropolitan University,T,50,1
M2,Toronto Metropolitan University,T,51,1
M2,Toronto Metropolitan University,T,52,1
M2,Toronto Metropolitan University,T,53,1
M2,Toronto Metropolitan University,T,54,1
M2,Toronto Metropolitan University,T,55,1
M2,Toronto Metropolitan University,T,56,1
M2,Toronto Metropolitan University,T,57,1
M2,Toronto Metropolitan University,W,24,1
M2,Toronto Metropolitan University,W,25,1
M2,Toronto Metropolitan University,W,26,1
M2,Toronto Metropolitan University,W,27,1
M2,Toronto Metropolitan University,W,28,0
M2,Toronto Metropolitan University,W,29,1
M2,Toronto Metropolitan University,W,30,1
M2,Toronto Metropolitan University,W,31,1
M2,Toronto Metropolitan University,W,32,1
M2,Toronto Metropolitan University,W,33,1
M2,Toronto Metropolitan University,W,34,1
M2,Toronto Metropolitan University,W,35,1
M2,Toronto Metropolitan University,W,36,1
M2,Toronto Metropolitan University,W,37,0
M2,Toronto Metropolitan University,W,38,0
M2,Toronto Metropolitan University,W,39,0
M2,Toronto Metropolitan University,W,40,0
M2,Toronto Metropolitan University,W,41,0
M2,Toronto Metropolitan University,W,42,0
M2,Toronto Metropolitan University,W,43,0
M2,Toronto Metropolitan University,W,44,0
M2,Toronto Metropolitan University,W,45,1
M2,Toronto Metropolitan University,W,46,1
M2,Toronto Metropolitan University,W,47,1
M2,Toronto Metropolitan University,W,48,1
M2,Toronto Metropolitan University,W,49,1
M2,Toronto Metropolitan University,W,50,1
M2,Toronto Metropolitan University,W,51,1
M2,Toronto Metropolitan University,W,52,1
M2,Toronto Metropolitan University,W,53,1
M2,Toronto Metropolitan University,W,54,1
M2,Toronto Metropolitan University,W,55,1
M2,Toronto Metropolitan University,W,56,1
M2,Toronto Metropolitan University,W,57,1
M2,Toronto Metropolitan University,Th,24,1
M2,Toronto Metropolitan University,Th,25,1
M2,Toronto Metropolitan University,Th,26,1
M2,Toronto Metropolitan University,Th,27,1
M2,Toronto Metropolitan University,Th,28,0
M2,Toronto Metropolitan University,Th,29,1
M2,Toronto Metropolitan University,Th,30,1
M2,Toronto Metropolitan University,Th,31,1
M2,Toronto Metropolitan University,Th,32,1
M2,Toronto Metropolitan University,Th,33,1
M2,Toronto Metropolitan University,Th,34,1
M2,Toronto Metropolitan University,Th,35,1
M2,Toronto Metropolitan University,Th,36,1
M2,Toronto Metropolitan University,Th,37,0
M2,Toronto Metropolitan University,Th,38,0
M2,Toronto Metropolitan University,Th,39,1
M2,Toronto Metropolitan University,Th,40,1
M2,Toronto Metropolitan University,Th,41,1
M2,Toronto Metropolitan University,Th,42,1
M2,Toronto Metropolitan University,Th,43,0
M2,Toronto Metropolitan University,Th,44,1
M2,Toronto Metropolitan University,Th,45,1
M2,Toronto Metropolitan University,Th,46,1
M2,Toronto Metropolitan University,Th,47,1
M2,Toronto Metropolitan University,Th,48,1
M2,Toronto Metropolitan University,Th,49,1
M2,Toronto Metropolitan University,Th,50,1
M2,Toronto Metropolitan University,Th,51,1
M2,Toronto Metropolitan University,Th,52,1
M2,Toronto Metropolitan University,Th,53,1
M2,Toronto Metropolitan University,Th,54,1
M2,Toronto Metropolitan University,Th,55,1
M2,Toronto Metropolitan University,Th,56,1
M2,Toronto Metropolitan University,Th,57,1
M2,Toronto Metropolitan University,F,24,1
M2,Toronto Metropolitan University,F,25,1
M2,Toronto Metropolitan University,F,26,1
M2,Toronto Metropolitan University,F,27,1
M2,Toronto Metropolitan University,F,28,0
M2,Toronto Metropolitan University,F,29,1
M2,Toronto Metropolitan University,F,30,1
M2,Toronto Metropolitan University,F,31,1
M2,Toronto Metropolitan University,F,32,1
M2,Toronto Metropolitan University,F,33,1
M2,Toronto Metropolitan University,F,34,1
M2,Toronto Metropolitan University,F,35,1
M2,Toronto Metropolitan University,F,36,1
M2,Toronto Metropolitan University,F,37,0
M2,Toronto Metropolitan University,F,38,0
M2,Toronto Metropolitan University,F,39,1
M2,Toronto Metropolitan University,F,40,1
M2,Toronto Metropolitan University,F,41,1
M2,Toronto Metropolitan University,F,42,1
M2,Toronto Metropolitan University,F,43,0
M2,Toronto Metropolitan University,F,44,1
M2,Toronto Metropolitan University,F,45,1
M2,Toronto Metropolitan University,F,46,1
M2,Toronto Metropolitan University,F,47,1
M2,Toronto Metropolitan University,F,48,1
M2,Toronto Metropolitan University,F,49,1
M2,Toronto Metropolitan University,F,50,1
M2,Toronto Metropolitan University,F,51,1
M2,Toronto Metropolitan University,F,52,1
M2,Toronto Metropolitan University,F,53,1
M2,Toronto Metropolitan University,F,54,1
M2,Toronto Metropolitan University,F,55,1
M2,Toronto Metropolitan University,F,56,1
M2,Toronto Metropolitan University,F,57,1
M3,University of Michigan,M,24,1
M3,University of Michigan,M,25,1
M3,University of Michigan,M,26,1
M3,University of Michigan,M,27,1
M3,University of Michigan,M,28,0
M3,University of Michigan,M,29,1
M3,University of Michigan,M,30,1
M3,University of Michigan,M,31,1
M3,University of Michigan,M,32,1
M3,University of Michigan,M,33,1
M3,University of Michigan,M,34,1
M3,University of Michigan,M,35,1
M3,University of Michigan,M,36,1
M3,University of Michigan,M,37,0
M3,University of Michigan,M,38,0
M3,University of Michigan,M,39,1
M3,University of Michigan,M,40,1
M3,University of Michigan,M,41,1
M3,University of Michigan,M,42,1
M3,University of Michigan,M,43,0
M3,University of Michigan,M,44,1
M3,University of Michigan,M,45,1
M3,University of Michigan,M,46,1
M3,University of Michigan,M,47,1
M3,University of Michigan,M,48,1
M3,University of Michigan,M,49,1
M3,University of Michigan,M,50,1
M3,University of Michigan,M,51,1
M3,University of Michigan,M,52,1
M3,University of Michigan,M,53,1
M3,University of Michigan,M,54,1
M3,University of Michigan,M,55,1
M3,University of Michigan,M,56,1
M3,University of Michigan,M,57,1
M3,University of Michigan,T,24,1
M3,University of Michigan,T,25,1
M3,University of Michigan,T,26,1
M3,University of Michigan,T,27,0
M3,University of Michigan,T,28,0
M3,University of Michigan,T,29,0
M3,University of Michigan,T,30,0
M3,University of Michigan,T,31,0
M3,University of Michigan,T,32,0
M3,University of Michigan,T,33,1
M3,University of Michigan,T,34,1
M3,University of Michigan,T,35,1
M3,University of Michigan,T,36,1
M3,University of Michigan,T,37,0
M3,University of Michigan,T,38,0
M3,University of Michigan,T,39,1
M3,University of Michigan,T,40,1
M3,University of Michigan,T,41,1
M3,University of Michigan,T,42,1
M3,University of Michigan,T,43,0
M3,University of Michigan,T,44,1
M3,University of Michigan,T,45,1
M3,University of Michigan,T,46,1
M3,University of Michigan,T,47,1
M3,University of Michigan,T,48,1
M3,University of Michigan,T,49,1
M3,University of Michigan,T,50,1
M3,University of Michigan,T,51,1
M3,University of Michigan,T,52,1
M3,University of Michigan,T,53,1
M3,University of Michigan,T,54,1
M3,University of Michigan,T,55,1
M3,University of Michigan,T,56,1
M3,University of Michigan,T,57,1
M3,University of Michigan,W,24,1
M3,University of Michigan,W,25,1
M3,University of Michigan,W,26,1
M3,University of Michigan,W,27,1
M3,University of Michigan,W,28,0
M3,University of Michigan,W,29,1
M3,University of Michigan,W,30,1
M3,University of Michigan,W,31,1
M3,University of Michigan,W,32,1
M3,University of Michigan,W,33,1
M3,University of Michigan,W,34,1
M3,University of Michigan,W,35,1
M3,University of Michigan,W,36,1
M3,University of Michigan,W,37,0
M3,University of Michigan,W,38,0
M3,University of Michigan,W,39,1
M3,University of Michigan,W,40,1
M3,University of Michigan,W,41,1
M3,University of Michigan,W,42,1
M3,University of Michigan,W,43,0
M3,University of Michigan,W,44,1
M3,University of Michigan,W,45,1
M3,University of Michigan,W,46,1
M3,University of Michigan,W,47,1
M3,University of Michigan,W,48,1
M3,University of Michigan,W,49,1
M3,University of Michigan,W,50,1
M3,University of Michigan,W,51,1
M3,University of Michigan,W,52,1
M3,University of Michigan,W,53,1
M3,University of Michigan,W,54,1
M3,University of Michigan,W,55,1
M3,University of Michigan,W,56,1
M3,University of Michigan,W,57,1
M3,University of Michigan,Th,24,1
M3,University of Michigan,Th,25,1
M3,University of Michigan,Th,26,1
M3,University of Michigan,Th,27,1
M3,University of Michigan,Th,28,0
M3,University of Michigan,Th,29,1
M3,University of Michigan,Th,30,1
M3,University of Michigan,Th,31,1
M3,University of Michigan,Th,32,1
M3,University of Michigan,Th,33,1
M3,University of Michigan,Th,34,1
M3,University of Michigan,Th,35,1
M3,University of Michigan,Th,36,1
M3,University of Michigan,Th,37,0
M3,University of Michigan,Th,38,0
M3,University of Michigan,Th,39,1
M3,University of Michigan,Th,40,1
M3,University of Michigan,Th,41,1
M3,University of Michigan,Th,42,1
M3,University of Michigan,Th,43,0
M3,University of Michigan,Th,44,1
M3,University of Michigan,Th,45,1
M3,University of Michigan,Th,46,1
M3,University of Michigan,Th,47,1
M3,University of Michigan,Th,48,1
M3,University of Michigan,Th,49,1
M3,University of Michigan,Th,50,1
M3,University of Michigan,Th,51,1
M3,University of Michigan,Th,52,1
M3,University of Michigan,Th,53,1
M3,University of Michigan,Th,54,1
M3,University of Michigan,Th,55,1
M3,University of Michigan,Th,56,1
M3,University of Michigan,Th,57,1
M3,University of Michigan,F,24,1
M3,University of Michigan,F,25,1
M3,University of Michigan,F,26,1
M3,University of Michigan,F,27,0
M3,University of Michigan,F,28,0
M3,University of Michigan,F,29,0
M3,University of Michigan,F,30,0
M3,University of Michigan,F,31,0
M3,University of Michigan,F,32,0
M3,University of Michigan,F,33,1
M3,University of Michigan,F,34,1
M3,University of Michigan,F,35,1
M3,University of Michigan,F,36,1
M3,University of Michigan,F,37,0
M3,University of Michigan,F,38,0
M3,University of Michigan,F,39,1
M3,University of Michigan,F,40,1
M3,University of Michigan,F,41,1
M3,University of Michigan,F,42,1
M3,University of Michigan,F,43,0
M3,University of Michigan,F,44,1
M3,University of Michigan,F,45,1
M3,University of Michigan,F,46,1
M3,University of Michigan,F,47,1
M3,University of Michigan,F,48,1
M3,University of Michigan,F,49,1
M3,University of Michigan,F,50,1
M3,University of Michigan,F,51,1
M3,University of Michigan,F,52,1
M3,University of Michigan,F,53,1
M3,University of Michigan,F,54,1
M3,University of Michigan,F,55,1
M3,University of Michigan,F,56,1
M3,University of Michigan,F,57,1
M4,École Polytechnique de Montréal,M,24,1
M4,École Polytechnique de Montréal,M,25,1
M4,École Polytechnique de Montréal,M,26,1
M4,École Polytechnique de Montréal,M,27,1
M4,École Polytechnique de Montréal,M,28,0
M4,École Polytechnique de Montréal,M,29,1
M4,École Polytechnique de Montréal,M,30,1
M4,École Polytechnique de Montréal,M,31,1
M4,École Polytechnique de Montréal,M,32,1
M4,École Polytechnique de Montréal,M,33,0
M4,École Polytechnique de Montréal,M,34,0
M4,École Polytechnique de Montréal,M,35,0
M4,École Polytechnique de Montréal,M,36,0
M4,École Polytechnique de Montréal,M,37,0
M4,École Polytechnique de Montréal,M,38,0
M4,École Polytechnique de Montréal,M,39,1
M4,École Polytechnique de Montréal,M,40,1
M4,École Polytechnique de Montréal,M,41,1
M4,École Polytechnique de Montréal,M,42,1
M4,École Polytechnique de Montréal,M,43,0
M4,École Polytechnique de Montréal,M,44,1
M4,École Polytechnique de Montréal,M,45,1
M4,École Polytechnique de Montréal,M,46,1
M4,École Polytechnique de Montréal,M,47,1
M4,École Polytechnique de Montréal,M,48,1
M4,École Polytechnique de Montréal,M,49,1
M4,École Polytechnique de Montréal,M,50,1
M4,École Polytechnique de Montréal,M,51,1
M4,École Polytechnique de Montréal,M,52,1
M4,École Polytechnique de Montréal,M,53,1
M4,École Polytechnique de Montréal,M,54,1
M4,École Polytechnique de Montréal,M,55,1
M4,École Polytechnique de Montréal,M,56,1
M4,École Polytechnique de Montréal,M,57,1
M4,École Polytechnique de Montréal,T,24,1
M4,École Polytechnique de Montréal,T,25,1
M4,École Polytechnique de Montréal,T,26,1
M4,École Polytechnique de Montréal,T,27,1
M4,École Polytechnique de Montréal,T,28,0
M4,École Polytechnique de Montréal,T,29,1
M4,École Polytechnique de Montréal,T,30,1
M4,École Polytechnique de Montréal,T,31,1
M4,École Polytechnique de Montréal,T,32,1
M4,École Polytechnique de Montréal,T,33,1
M4,École Polytechnique de Montréal,T,34,1
M4,École Polytechnique de Montréal,T,35,1
M4,École Polytechnique de Montréal,T,36,1
M4,École Polytechnique de Montréal,T,37,0
M4,École Polytechnique de Montréal,T,38,0
M4,École Polytechnique de Montréal,T,39,1
M4,École Polytechnique de Montréal,T,40,1
M4,École Polytechnique de Montréal,T,41,1
M4,École Polytechnique de Montréal,T,42,1
M4,École Polytechnique de Montréal,T,43,0
M4,École Polytechnique de Montréal,T,44,1
M4,École Polytechnique de Montréal,T,45,1
M4,École Polytechnique de Montréal,T,46,1
M4,École Polytechnique de Montréal,T,47,1
M4,École Polytechnique de Montréal,T,48,1
M4,École Polytechnique de Montréal,T,49,1
M4,École Polytechnique de Montréal,T,50,1
M4,École Polytechnique de Montréal,T,51,1
M4,École Polytechnique de Montréal,T,52,1
M4,École Polytechnique de Montréal,T,53,1
M4,École Polytechnique de Montréal,T,54,1
M4,École Polytechnique de Montréal,T,55,1
M4,École Polytechnique de Montréal,T,56,1
M4,École Polytechnique de Montréal,T,57,1
M4,École Polytechnique de Montréal,W,24,1
M4,École Polytechnique de Montréal,W,25,1
M4,École Polytechnique de Montréal,W,26,1
M4,École Polytechnique de Montréal,W,27,1
M4,École Polytechnique de Montréal,W,28,0
M4,École Polytechnique de Montréal,W,29,1
M4,École Polytechnique de Montréal,W,30,1
M4,École Polytechnique de Montréal,W,31,1
M4,École Polytechnique de Montréal,W,32,1
M4,École Polytechnique de Montréal,W,33,1
M4,École Polytechnique de Montréal,W,34,1
M4,École Polytechnique de Montréal,W,35,1
M4,École Polytechnique de Montréal,W,36,1
M4,École Polytechnique de Montréal,W,37,0
M4,École Polytechnique de Montréal,W,38,0
M4,École Polytechnique de Montréal,W,39,1
M4,École Polytechnique de Montréal,W,40,1
M4,École Polytechnique de Montréal,W,41,1
M4,École Polytechnique de Montréal,W,42,1
M4,École Polytechnique de Montréal,W,43,0
M4,École Polytechnique de Montréal,W,44,1
M4,École Polytechnique de Montréal,W,45,1
M4,École Polytechnique de Montréal,W,46,1
M4,École Polytechnique de Montréal,W,47,1
M4,École Polytechnique de Montréal,W,48,1
M4,École Polytechnique de Montréal,W,49,1
M4,École Polytechnique de Montréal,W,50,1
M4,École Polytechnique de Montréal,W,51,1
M4,École Polytechnique de Montréal,W,52,1
M4,École Polytechnique de Montréal,W,53,1
M4,École Polytechnique de Montréal,W,54,1
M4,École Polytechnique de Montréal,W,55,1
M4,École Polytechnique de Montréal,W,56,1
M4,École Polytechnique de Montréal,W,57,1
M4,École Polytechnique de Montréal,Th,24,1
M4,École Polytechnique de Montréal,Th,25,1
M4,École Polytechnique de Montréal,Th,26,1
M4,École Polytechnique de Montréal,Th,27,1
M4,École Polytechnique de Montréal,Th,28,0
M4,École Polytechnique de Montréal,Th,29,1
M4,École Polytechnique de Montréal,Th,30,1
M4,École Polytechnique de Montréal,Th,31,1
M4,École Polytechnique de Montréal,Th,32,1
M4,École Polytechnique de Montréal,Th,33,0
M4,École Polytechnique de Montréal,Th,34,0
M4,École Polytechnique de Montréal,Th,35,0
M4,École Polytechnique de Montréal,Th,36,0
M4,École Polytechnique de Montréal,Th,37,0
M4,École Polytechnique de Montréal,Th,38,0
M4,École Polytechnique de Montréal,Th,39,1
M4,École Polytechnique de Montréal,Th,40,1
M4,École Polytechnique de Montréal,Th,41,1
M4,École Polytechnique de Montréal,Th,42,1
M4,École Polytechnique de Montréal,Th,43,0
M4,École Polytechnique de Montréal,Th,44,1
M4,École Polytechnique de Montréal,Th,45,1
M4,École Polytechnique de Montréal,Th,46,1
M4,École Polytechnique de Montréal,Th,47,1
M4,École Polytechnique de Montréal,Th,48,1
M4,École Polytechnique de Montréal,Th,49,1
M4,École Polytechnique de Montréal,Th,50,1
M4,École Polytechnique de Montréal,Th,51,1
M4,École Polytechnique de Montréal,Th,52,1
M4,École Polytechnique de Montréal,Th,53,1
M4,École Polytechnique de Montréal,Th,54,1
M4,École Polytechnique de Montréal,Th,55,1
M4,École Polytechnique de Montréal,Th,56,1
M4,École Polytechnique de Montréal,Th,57,1
M4,École Polytechnique de Montréal,F,24,1
M4,École Polytechnique de Montréal,F,25,1
M4,École Polytechnique de Montréal,F,26,1
M4,École Polytechnique de Montréal,F,27,1
M4,École Polytechnique de Montréal,F,28,0
M4,École Polytechnique de Montréal,F,29,1
M4,École Polytechnique de Montréal,F,30,1
M4,École Polytechnique de Montréal,F,31,1
M4,École Polytechnique de Montréal,F,32,1
M4,École Polytechnique de Montréal,F,33,1
M4,École Polytechnique de Montréal,F,34,1
M4,École Polytechnique de Montréal,F,35,1
M4,École Polytechnique de Montréal,F,36,1
M4,École Polytechnique de Montréal,F,37,0
M4,École Polytechnique de Montréal,F,38,0
M4,École Polytechnique de Montréal,F,39,1
M4,École Polytechnique de Montréal,F,40,1
M4,École Polytechnique de Montréal,F,41,1
M4,École Polytechnique de Montréal,F,42,1
M4,École Polytechnique de Montréal,F,43,0
M4,École Polytechnique de Montréal,F,44,1
M4,École Polytechnique de Montréal,F,45,1
M4,École Polytechnique de Montréal,F,46,1
M4,École Polytechnique de Montréal,F,47,1
M4,École Polytechnique de Montréal,F,48,1
M4,École Polytechnique de Montréal,F,49,1
M4,École Polytechnique de Montréal,F,50,1
M4,École Polytechnique de Montréal,F,51,1
M4,École Polytechnique de Montréal,F,52,1
M4,École Polytechnique de Montréal,F,53,1
M4,École Polytechnique de Montréal,F,54,1
M4,École Polytechnique de Montréal,F,55,1
M4,École Polytechnique de Montréal,F,56,1
M4,École Polytechnique de Montréal,F,57,1
M5,University of Guelph,M,24,1
M5,University of Guelph,M,25,1
M5,University of Guelph,M,26,1
M5,University of Guelph,M,27,1
M5,University of Guelph,M,28,0
M5,University of Guelph,M,29,1
M5,University of Guelph,M,30,1
M5,University of Guelph,M,31,1
M5,University of Guelph,M,32,1
M5,University of Guelph,M,33,1
M5,University of Guelph,M,34,1
M5,University of Guelph,M,35,1
M5,University of Guelph,M,36,1
M5,University of Guelph,M,37,0
M5,University of Guelph,M,38,0
M5,University of Guelph,M,39,1
M5,University of Guelph,M,40,1
M5,University of Guelph,M,41,1
M5,University of Guelph,M,42,0
M5,University of Guelph,M,43,0
M5,University of Guelph,M,44,0
M5,University of Guelph,M,45,0
M5,University of Guelph,M,46,0
M5,University of Guelph,M,47,0
M5,University of Guelph,M,48,1
M5,University of Guelph,M,49,1
M5,University of Guelph,M,50,1
M5,University of Guelph,M,51,1
M5,University of Guelph,M,52,1
M5,University of Guelph,M,53,1
M5,University of Guelph,M,54,1
M5,University of Guelph,M,55,1
M5,University of Guelph,M,56,1
M5,University of Guelph,M,57,1
M5,University of Guelph,T,24,1
M5,University of Guelph,T,25,1
M5,University of Guelph,T,26,1
M5,University of Guelph,T,27,1
M5,University of Guelph,T,28,0
M5,University of Guelph,T,29,1
M5,University of Guelph,T,30,1
M5,University of Guelph,T,31,1
M5,University of Guelph,T,32,1
M5,University of Guelph,T,33,1
M5,University of Guelph,T,34,1
M5,University of Guelph,T,35,1
M5,University of Guelph,T,36,1
M5,University of Guelph,T,37,0
M5,University of Guelph,T,38,0
M5,University of Guelph,T,39,1
M5,University of Guelph,T,40,1
M5,University of Guelph,T,41,1
M5,University of Guelph,T,42,1
M5,University of Guelph,T,43,0
M5,University of Guelph,T,44,1
M5,University of Guelph,T,45,1
M5,University of Guelph,T,46,1
M5,University of Guelph,T,47,1
M5,University of Guelph,T,48,1
M5,University of Guelph,T,49,1
M5,University of Guelph,T,50,1
M5,University of Guelph,T,51,1
M5,University of Guelph,T,52,1
M5,University of Guelph,T,53,1
M5,University of Guelph,T,54,1
M5,University of Guelph,T,55,1
M5,University of Guelph,T,56,1
